au|qual
WILLIAMS, S|17.21875
WILLIAMS.JG|11.6
WILLIAMS.OE|211.5
WILLIAMSON, H|15.75
WILLIAMSON, J|20.62381
WILLIAMSON, O|137.6447
WILLIAMSON, R|25.40741
WILLIG, R|56.43254
WILLIS, R|42.55833
WILSON, B|5.405
WILSON, C|44.46875
WILSON, G|17.66667
WILSON, J|23.36467
WILSON, N|12.91667
WILSON, P|18.9596
WILSON, R|47.96334
WILSON, W|6.740909
WINDLE, R|8.958333
WINDOVER, J|9
WINFREE, J|5.666667
WING, I|6.444445
WINGER, A|16
WINKLER, A|23.4
WINSBERG, M|10.33333
WINSTON, G|29.16667
WINTER, S|35.48333
WINTER-NELSON, A|5.595238
WINTERS, P|4.740741
WINTON, A|10.03333
WISE, C|3.916667
WISE, D|26.05747
WISEMAN, M|13.16667
WISEMAN, R|14.13333
WISMAN, J|7.5
WITHERS, S|18.16666
WITT, R|6.286364
WITTE, A|21.44444
WITTMAN, D|49.625
WOHLGENANT, M|16.47222
WOLAK, F|28.03846
WOLCH, J|6.5
WOLF, C|13.34167
WOLF, D|18.08334
WOLF, H|20.08333
WOLF, S|5.666667
WOLFE, B|14.03929
WOLFE, J|14.9
WOLFENZON, D|26.08333
WOLFERS, J|18.92167
WOLFF, E|15.73125
WOLFF, G|7.083333
WOLFRAM, C|25
WOLFSON, M|15.09583
WOLINSKY, A|26.23809
WOLKOFF, M|7.5
WOLLER, G|10.25
WOLPERT, J|6.233334
WOLPIN, K|32.44815
WOO, W|14.82976
WOOD, A|7.375
WOODERS, J|13.26923
WOODERS, M|11.74167
WOODFORD, M|33.17764
WOODRUFF, C|21.43056
WOODWARD, D|17.73846
WOODWARD, R|11.2326
WOOLDRIDGE, J|44.62121
WOSSINK, A|3.541667
WOZNIAK, G|20.9375
WRAY, L|11.16667
WRIGHT, B|17.82424
WRIGHT, G|29.52941
WRIGHT, J|16.60202
WRIGHT, R|18.93518
WROBEL, M|8.75
WRUCK, K|59.14583
WU, D|66.86667
WU, F|8.5
WU, G|27.11111
WU, S|10.26667
WU, T|10
WU, W|9.5875
WU, X|7.280303
WULF, J|10.14583
WURGLER, J|47.27084
WYCKOFF, P|14
WYSOCKI, P|48.22222
XIA, Y|8.119047
XIANG, C|9.5
XIE, F|14.38889
XING, Y|12.40476
XIONG, W|14.85256
XU, B|42.5
XU, G|3.25
XU, Y|9.53125
YAMAMURA, K|7.25
YAMAZAKI, A|12.16667
YAN, H|5.066667
YAN, J|15.7
YAN, S|4.5
YAN, X|7.5
YANCEY, T|4.011904
YANG, D|14.29885
YANG, F|8.125
YANG, L|6.930555
YANG, T|11.91111
YANG, W|6.988095
YANNELIS, N|12.32692
YANO, M|15.62037
YAO, D|17.33333
YAO, S|6.9
YAPA, L|10.6
YARED, P|7
YARON, A|10.92037
YASAR, M|3.083333
YASUDA, A|15.66667
YATES, A|3.433333
YAVAS, A|9.333333
YE, L|10.56667
YEAGER, L|16.25
YEAPLE, S|38.6119
YELLEN, J|54.32778
YELOWITZ, A|14.57407
YERMACK, D|139.119
YEUNG, B|16.46795
YEYATI, E|10
YEZER, A|9.055555
YI, J|4.875
YILDIRIM, H|8.321428
YILDIZ, M|12
YIN, R|15.83333
YIN, W|11.8
YIN, Y|3.958333
YINGER, J|22.67778
YIP, C|9.861111
YIP, W|12.27381
YOGO, M|24.28334
YOHE, G|15.52083
YOO, B|96.2
YOON, J|2.166667
YOTOPOUL.PA|46.83333
YOTOPOULOS, P|11.59259
YOU, J|13.5
YOUNG, A|101.3722
YOUNG, H|50.65
YOUNG, L|7.755952
YOUNG, P|13.38889
YOUNG, R|13.64216
YOUNG, V|9.068627
YOUNGER, S|12.05952
YOUNT, S|2.585715
YOUSEF, T|7.333333
YOUTIE, J|4.333333
YU, G|10
YU, J|6.544872
YU, X|6.833333
YUAN, Y|4.716667
YUE, V|13.47917
YUN, J|5.25
YUN, K|8.625
YUN, M|17.8
ZABEL, E|34.6
ZABEL, J|15.35714
ZABOJNIK, J|12.61111
ZAGO, A|7.75
ZAGORSKY, J|13
ZAHRA, S|7.555556
ZAME, W|11.87798
ZAPATERO, F|8.987179
ZARDKOOHI, A|12.44444
ZARIPHOPOULOU, T|5.208334
ZARNIKAU, J|7.2
ZAROWIN, P|14.93333
ZASLAVSKY, A|36
ZAX, J|15.43333
ZECKHAUS.R|25.91667
ZECKHAUSER, R|20.86156
ZEIRA, J|159.75
ZEITHAMMER, R|3.833333
ZELDES, S|67.7381
ZELINSKY, W|15
ZELIZER, V|15
ZELLNER, A|21.07258
ZENDER, J|19.14583
ZENG, Y|10.25
ZENIOS, S|2.125
ZEPEDA, L|9.357142
ZERBE, R|11.16667
ZHA, T|21.48245
ZHAI, F|6.5
ZHANG, D|9.547619
ZHANG, G|10
ZHANG, H|14.97072
ZHANG, L|7.104167
ZHANG, M|6.616666
ZHANG, X|13.18064
ZHAO, F|3.5
ZHAO, M|3.533333
ZHAO, Y|10.5
ZHENG, B|8.657408
ZHENG, C|16.02083
ZHENG, D|3
ZHENG, J|48.25
ZHENG, L|11.70833
ZHOU, G|12.26923
ZHOU, J|4.055555
ZHOU, L|14.79167
ZHOU, S|9.016667
ZHU, H|3.666667
ZHU, N|5.854166
ZHU, S|4.770833
ZHU, T|6.878788
ZHU, Y|4.6875
ZHUANG, J|4.277778
ZIEMER, R|8
ZILBERMAN, D|9.767412
ZILIAK, J|9.380834
ZILLICH, A|4.875
ZIMMER, R|9.816667
ZIMMERMAN, D|34.51389
ZIMMERMAN, F|14.07143
ZIMMERMAN, J|29.98148
ZIMMERMAN, M|31.33333
ZIMMERMANN, H|9.25
ZINGALES, L|51.39697
ZINMAN, J|10.9
ZIOBROWSKI, A|2.5
ZITZEWITZ, E|21.61481
ZIVIN, J|12.29762
ZIVOT, E|61.25
ZODROW, G|32.3
ZUBEK, V|13.5
ZUCKER, L|52.1375
ZUCKERMAN, E|9.5
ZUCKERMAN, S|16.76667
ZUEHLKE, T|10.79167
ZUMPANO, L|3.733333
ZUMWALT, J|8.277778
ZUPAN, M|39.47727
ZUSSMAN, A|7.277778
ZUTTER, C|8.208333
ZWANE, A|2.566667
ZWANZIGER, J|22.2625
ZWIEBEL, J|47.85185
